Year Month,ANZSOC Division,Police District,vict_sum,vict_cnt
2022-01-01,"Abduction, Harassment and Other Related Offences Against a Person",Auckland City,6,6
2022-01-01,"Abduction, Harassment and Other Related Offences Against a Person",Bay Of Plenty,3,3
2022-01-01,"Abduction, Harassment and Other Related Offences Against a Person",Canterbury,1,1
2022-01-01,"Abduction, Harassment and Other Related Offences Against a Person",Central,2,2
2022-01-01,"Abduction, Harassment and Other Related Offences Against a Person",Counties/Manukau,4,4
2022-01-01,"Abduction, Harassment and Other Related Offences Against a Person",Eastern,1,1
2022-01-01,"Abduction, Harassment and Other Related Offences Against a Person",Northland,2,2
2022-01-01,"Abduction, Harassment and Other Related Offences Against a Person",Southern,1,1
2022-01-01,"Abduction, Harassment and Other Related Offences Against a Person",Waikato,5,4
2022-01-01,"Abduction, Harassment and Other Related Offences Against a Person",Wellington,7,7
2022-01-01,Acts Intended to Cause Injury,Auckland City,473,429
2022-01-01,Acts Intended to Cause Injury,Bay Of Plenty,785,620
2022-01-01,Acts Intended to Cause Injury,Canterbury,498,396
2022-01-01,Acts Intended to Cause Injury,Central,609,523
2022-01-01,Acts Intended to Cause Injury,Counties/Manukau,1054,860
2022-01-01,Acts Intended to Cause Injury,Eastern,517,409
2022-01-01,Acts Intended to Cause Injury,Northland,252,225
2022-01-01,Acts Intended to Cause Injury,Southern,318,281
2022-01-01,Acts Intended to Cause Injury,Tasman,183,168
2022-01-01,Acts Intended to Cause Injury,Waikato,640,529
2022-01-01,Acts Intended to Cause Injury,Waitemata,519,456
2022-01-01,Acts Intended to Cause Injury,Wellington,625,543
2022-01-01,"Robbery, Extortion and Related Offences",Auckland City,33,33
2022-01-01,"Robbery, Extortion and Related Offences",Bay Of Plenty,17,15
2022-01-01,"Robbery, Extortion and Related Offences",Canterbury,44,38
2022-01-01,"Robbery, Extortion and Related Offences",Central,22,22
2022-01-01,"Robbery, Extortion and Related Offences",Counties/Manukau,57,53
2022-01-01,"Robbery, Extortion and Related Offences",Eastern,14,14
2022-01-01,"Robbery, Extortion and Related Offences",Northland,17,17
2022-01-01,"Robbery, Extortion and Related Offences",Southern,19,19
2022-01-01,"Robbery, Extortion and Related Offences",Tasman,8,8
2022-01-01,"Robbery, Extortion and Related Offences",Waikato,35,32
2022-01-01,"Robbery, Extortion and Related Offences",Waitemata,16,16
2022-01-01,"Robbery, Extortion and Related Offences",Wellington,36,31
2022-01-01,Sexual Assault and Related Offences,Auckland City,48,46
2022-01-01,Sexual Assault and Related Offences,Bay Of Plenty,52,46
2022-01-01,Sexual Assault and Related Offences,Canterbury,65,59
2022-01-01,Sexual Assault and Related Offences,Central,64,56
2022-01-01,Sexual Assault and Related Offences,Counties/Manukau,61,54
2022-01-01,Sexual Assault and Related Offences,Eastern,35,32
2022-01-01,Sexual Assault and Related Offences,Northland,30,27
2022-01-01,Sexual Assault and Related Offences,Southern,44,40
2022-01-01,Sexual Assault and Related Offences,Tasman,23,23
2022-01-01,Sexual Assault and Related Offences,Waikato,50,43
2022-01-01,Sexual Assault and Related Offences,Waitemata,50,49
2022-01-01,Sexual Assault and Related Offences,Wellington,56,52
2022-01-01,Theft and Related Offences,Auckland City,2415,955
2022-01-01,Theft and Related Offences,Bay Of Plenty,1387,700
2022-01-01,Theft and Related Offences,Canterbury,2002,625
2022-01-01,Theft and Related Offences,Central,1243,638
2022-01-01,Theft and Related Offences,Counties/Manukau,1996,957
2022-01-01,Theft and Related Offences,Eastern,820,400
2022-01-01,Theft and Related Offences,Northland,596,299
2022-01-01,Theft and Related Offences,Southern,386,294
2022-01-01,Theft and Related Offences,Tasman,348,223
2022-01-01,Theft and Related Offences,Waikato,1457,576
2022-01-01,Theft and Related Offences,Waitemata,1388,608
2022-01-01,Theft and Related Offences,Wellington,1684,798
2022-01-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Auckland City,712,98
2022-01-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Bay Of Plenty,465,94
2022-01-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Canterbury,860,91
2022-01-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Central,467,92
2022-01-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Counties/Manukau,681,116
2022-01-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Eastern,328,57
2022-01-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Northland,290,64
2022-01-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Southern,249,69
2022-01-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Tasman,149,59
2022-01-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Waikato,622,96
2022-01-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Waitemata,514,87
2022-01-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Wellington,483,94
2022-02-01,"Abduction, Harassment and Other Related Offences Against a Person",Auckland City,8,8
2022-02-01,"Abduction, Harassment and Other Related Offences Against a Person",Bay Of Plenty,9,7
2022-02-01,"Abduction, Harassment and Other Related Offences Against a Person",Canterbury,2,2
2022-02-01,"Abduction, Harassment and Other Related Offences Against a Person",Central,3,3
2022-02-01,"Abduction, Harassment and Other Related Offences Against a Person",Counties/Manukau,6,4
2022-02-01,"Abduction, Harassment and Other Related Offences Against a Person",Eastern,1,1
2022-02-01,"Abduction, Harassment and Other Related Offences Against a Person",Northland,4,4
2022-02-01,"Abduction, Harassment and Other Related Offences Against a Person",Southern,1,1
2022-02-01,"Abduction, Harassment and Other Related Offences Against a Person",Tasman,1,1
2022-02-01,"Abduction, Harassment and Other Related Offences Against a Person",Waikato,5,5
2022-02-01,"Abduction, Harassment and Other Related Offences Against a Person",Waitemata,1,1
2022-02-01,"Abduction, Harassment and Other Related Offences Against a Person",Wellington,1,1
2022-02-01,Acts Intended to Cause Injury,Auckland City,445,388
2022-02-01,Acts Intended to Cause Injury,Bay Of Plenty,604,510
2022-02-01,Acts Intended to Cause Injury,Canterbury,455,371
2022-02-01,Acts Intended to Cause Injury,Central,482,413
2022-02-01,Acts Intended to Cause Injury,Counties/Manukau,863,712
2022-02-01,Acts Intended to Cause Injury,Eastern,437,352
2022-02-01,Acts Intended to Cause Injury,Northland,231,202
2022-02-01,Acts Intended to Cause Injury,Southern,238,217
2022-02-01,Acts Intended to Cause Injury,Tasman,188,163
2022-02-01,Acts Intended to Cause Injury,Waikato,571,485
2022-02-01,Acts Intended to Cause Injury,Waitemata,463,395
2022-02-01,Acts Intended to Cause Injury,Wellington,579,521
2022-02-01,"Robbery, Extortion and Related Offences",Auckland City,39,39
2022-02-01,"Robbery, Extortion and Related Offences",Bay Of Plenty,20,20
2022-02-01,"Robbery, Extortion and Related Offences",Canterbury,39,33
2022-02-01,"Robbery, Extortion and Related Offences",Central,29,27
2022-02-01,"Robbery, Extortion and Related Offences",Counties/Manukau,34,30
2022-02-01,"Robbery, Extortion and Related Offences",Eastern,11,11
2022-02-01,"Robbery, Extortion and Related Offences",Northland,12,9
2022-02-01,"Robbery, Extortion and Related Offences",Southern,7,7
2022-02-01,"Robbery, Extortion and Related Offences",Tasman,8,8
2022-02-01,"Robbery, Extortion and Related Offences",Waikato,37,35
2022-02-01,"Robbery, Extortion and Related Offences",Waitemata,23,21
2022-02-01,"Robbery, Extortion and Related Offences",Wellington,18,17
2022-02-01,Sexual Assault and Related Offences,Auckland City,44,40
2022-02-01,Sexual Assault and Related Offences,Bay Of Plenty,47,44
2022-02-01,Sexual Assault and Related Offences,Canterbury,52,44
2022-02-01,Sexual Assault and Related Offences,Central,43,39
2022-02-01,Sexual Assault and Related Offences,Counties/Manukau,56,55
2022-02-01,Sexual Assault and Related Offences,Eastern,26,23
2022-02-01,Sexual Assault and Related Offences,Northland,24,24
2022-02-01,Sexual Assault and Related Offences,Southern,39,37
2022-02-01,Sexual Assault and Related Offences,Tasman,35,32
2022-02-01,Sexual Assault and Related Offences,Waikato,44,40
2022-02-01,Sexual Assault and Related Offences,Waitemata,41,41
2022-02-01,Sexual Assault and Related Offences,Wellington,46,45
2022-02-01,Theft and Related Offences,Auckland City,2203,886
2022-02-01,Theft and Related Offences,Bay Of Plenty,1218,558
2022-02-01,Theft and Related Offences,Canterbury,1810,594
2022-02-01,Theft and Related Offences,Central,1010,564
2022-02-01,Theft and Related Offences,Counties/Manukau,1823,835
2022-02-01,Theft and Related Offences,Eastern,708,353
2022-02-01,Theft and Related Offences,Northland,502,268
2022-02-01,Theft and Related Offences,Southern,318,214
2022-02-01,Theft and Related Offences,Tasman,326,202
2022-02-01,Theft and Related Offences,Waikato,1532,550
2022-02-01,Theft and Related Offences,Waitemata,1330,642
2022-02-01,Theft and Related Offences,Wellington,1472,667
2022-02-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Auckland City,739,113
2022-02-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Bay Of Plenty,433,101
2022-02-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Canterbury,712,84
2022-02-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Central,403,89
2022-02-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Counties/Manukau,606,115
2022-02-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Eastern,250,46
2022-02-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Northland,281,60
2022-02-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Southern,150,50
2022-02-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Tasman,159,54
2022-02-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Waikato,592,97
2022-02-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Waitemata,506,84
2022-02-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Wellington,368,77
2022-03-01,"Abduction, Harassment and Other Related Offences Against a Person",Auckland City,5,4
2022-03-01,"Abduction, Harassment and Other Related Offences Against a Person",Canterbury,2,2
2022-03-01,"Abduction, Harassment and Other Related Offences Against a Person",Central,4,4
2022-03-01,"Abduction, Harassment and Other Related Offences Against a Person",Counties/Manukau,2,2
2022-03-01,"Abduction, Harassment and Other Related Offences Against a Person",Eastern,8,6
2022-03-01,"Abduction, Harassment and Other Related Offences Against a Person",Northland,1,1
2022-03-01,"Abduction, Harassment and Other Related Offences Against a Person",Southern,1,1
2022-03-01,"Abduction, Harassment and Other Related Offences Against a Person",Tasman,2,2
2022-03-01,"Abduction, Harassment and Other Related Offences Against a Person",Waikato,3,3
2022-03-01,"Abduction, Harassment and Other Related Offences Against a Person",Waitemata,3,3
2022-03-01,"Abduction, Harassment and Other Related Offences Against a Person",Wellington,3,3
2022-03-01,Acts Intended to Cause Injury,Auckland City,402,358
2022-03-01,Acts Intended to Cause Injury,Bay Of Plenty,602,514
2022-03-01,Acts Intended to Cause Injury,Canterbury,481,395
2022-03-01,Acts Intended to Cause Injury,Central,496,408
2022-03-01,Acts Intended to Cause Injury,Counties/Manukau,888,731
2022-03-01,Acts Intended to Cause Injury,Eastern,422,339
2022-03-01,Acts Intended to Cause Injury,Northland,236,204
2022-03-01,Acts Intended to Cause Injury,Southern,290,261
2022-03-01,Acts Intended to Cause Injury,Tasman,205,190
2022-03-01,Acts Intended to Cause Injury,Waikato,586,479
2022-03-01,Acts Intended to Cause Injury,Waitemata,511,445
2022-03-01,Acts Intended to Cause Injury,Wellington,612,541
2022-03-01,"Robbery, Extortion and Related Offences",Auckland City,42,41
2022-03-01,"Robbery, Extortion and Related Offences",Bay Of Plenty,19,18
2022-03-01,"Robbery, Extortion and Related Offences",Canterbury,32,25
2022-03-01,"Robbery, Extortion and Related Offences",Central,18,17
2022-03-01,"Robbery, Extortion and Related Offences",Counties/Manukau,30,29
2022-03-01,"Robbery, Extortion and Related Offences",Eastern,15,14
2022-03-01,"Robbery, Extortion and Related Offences",Northland,11,11
2022-03-01,"Robbery, Extortion and Related Offences",Southern,9,9
2022-03-01,"Robbery, Extortion and Related Offences",Tasman,6,6
2022-03-01,"Robbery, Extortion and Related Offences",Waikato,27,26
2022-03-01,"Robbery, Extortion and Related Offences",Waitemata,30,28
2022-03-01,"Robbery, Extortion and Related Offences",Wellington,24,23
2022-03-01,Sexual Assault and Related Offences,Auckland City,39,34
2022-03-01,Sexual Assault and Related Offences,Bay Of Plenty,56,51
2022-03-01,Sexual Assault and Related Offences,Canterbury,79,68
2022-03-01,Sexual Assault and Related Offences,Central,33,30
2022-03-01,Sexual Assault and Related Offences,Counties/Manukau,66,60
2022-03-01,Sexual Assault and Related Offences,Eastern,17,15
2022-03-01,Sexual Assault and Related Offences,Northland,23,22
2022-03-01,Sexual Assault and Related Offences,Southern,42,40
2022-03-01,Sexual Assault and Related Offences,Tasman,24,24
2022-03-01,Sexual Assault and Related Offences,Waikato,37,34
2022-03-01,Sexual Assault and Related Offences,Waitemata,43,40
2022-03-01,Sexual Assault and Related Offences,Wellington,56,51
2022-03-01,Theft and Related Offences,Auckland City,2476,900
2022-03-01,Theft and Related Offences,Bay Of Plenty,1383,618
2022-03-01,Theft and Related Offences,Canterbury,2078,680
2022-03-01,Theft and Related Offences,Central,1323,594
2022-03-01,Theft and Related Offences,Counties/Manukau,2158,921
2022-03-01,Theft and Related Offences,Eastern,768,336
2022-03-01,Theft and Related Offences,Northland,559,267
2022-03-01,Theft and Related Offences,Southern,427,304
2022-03-01,Theft and Related Offences,Tasman,371,247
2022-03-01,Theft and Related Offences,Waikato,1597,554
2022-03-01,Theft and Related Offences,Waitemata,1649,669
2022-03-01,Theft and Related Offences,Wellington,1642,728
2022-03-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Auckland City,771,107
2022-03-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Bay Of Plenty,462,102
2022-03-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Canterbury,686,84
2022-03-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Central,439,84
2022-03-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Counties/Manukau,729,123
2022-03-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Eastern,246,48
2022-03-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Northland,264,48
2022-03-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Southern,214,81
2022-03-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Tasman,155,63
2022-03-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Waikato,572,99
2022-03-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Waitemata,499,95
2022-03-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Wellington,394,87
2022-04-01,"Abduction, Harassment and Other Related Offences Against a Person",Auckland City,2,2
2022-04-01,"Abduction, Harassment and Other Related Offences Against a Person",Bay Of Plenty,4,4
2022-04-01,"Abduction, Harassment and Other Related Offences Against a Person",Canterbury,7,6
2022-04-01,"Abduction, Harassment and Other Related Offences Against a Person",Central,2,2
2022-04-01,"Abduction, Harassment and Other Related Offences Against a Person",Counties/Manukau,3,3
2022-04-01,"Abduction, Harassment and Other Related Offences Against a Person",Eastern,3,3
2022-04-01,"Abduction, Harassment and Other Related Offences Against a Person",Northland,2,2
2022-04-01,"Abduction, Harassment and Other Related Offences Against a Person",Southern,2,2
2022-04-01,"Abduction, Harassment and Other Related Offences Against a Person",Tasman,1,1
2022-04-01,"Abduction, Harassment and Other Related Offences Against a Person",Waikato,2,2
2022-04-01,"Abduction, Harassment and Other Related Offences Against a Person",Waitemata,2,2
2022-04-01,"Abduction, Harassment and Other Related Offences Against a Person",Wellington,2,2
2022-04-01,Acts Intended to Cause Injury,Auckland City,486,430
2022-04-01,Acts Intended to Cause Injury,Bay Of Plenty,549,462
2022-04-01,Acts Intended to Cause Injury,Canterbury,419,349
2022-04-01,Acts Intended to Cause Injury,Central,511,442
2022-04-01,Acts Intended to Cause Injury,Counties/Manukau,822,702
2022-04-01,Acts Intended to Cause Injury,Eastern,404,331
2022-04-01,Acts Intended to Cause Injury,Northland,205,185
2022-04-01,Acts Intended to Cause Injury,Southern,243,215
2022-04-01,Acts Intended to Cause Injury,Tasman,132,127
2022-04-01,Acts Intended to Cause Injury,Waikato,527,452
2022-04-01,Acts Intended to Cause Injury,Waitemata,460,408
2022-04-01,Acts Intended to Cause Injury,Wellington,602,514
2022-04-01,"Robbery, Extortion and Related Offences",Auckland City,66,58
2022-04-01,"Robbery, Extortion and Related Offences",Bay Of Plenty,16,16
2022-04-01,"Robbery, Extortion and Related Offences",Canterbury,22,20
2022-04-01,"Robbery, Extortion and Related Offences",Central,22,20
2022-04-01,"Robbery, Extortion and Related Offences",Counties/Manukau,44,43
2022-04-01,"Robbery, Extortion and Related Offences",Eastern,19,19
2022-04-01,"Robbery, Extortion and Related Offences",Northland,13,13
2022-04-01,"Robbery, Extortion and Related Offences",Southern,4,4
2022-04-01,"Robbery, Extortion and Related Offences",Tasman,1,1
2022-04-01,"Robbery, Extortion and Related Offences",Waikato,15,15
2022-04-01,"Robbery, Extortion and Related Offences",Waitemata,31,31
2022-04-01,"Robbery, Extortion and Related Offences",Wellington,26,25
2022-04-01,Sexual Assault and Related Offences,Auckland City,46,42
2022-04-01,Sexual Assault and Related Offences,Bay Of Plenty,46,42
2022-04-01,Sexual Assault and Related Offences,Canterbury,73,66
2022-04-01,Sexual Assault and Related Offences,Central,45,41
2022-04-01,Sexual Assault and Related Offences,Counties/Manukau,63,59
2022-04-01,Sexual Assault and Related Offences,Eastern,34,27
2022-04-01,Sexual Assault and Related Offences,Northland,19,18
2022-04-01,Sexual Assault and Related Offences,Southern,50,48
2022-04-01,Sexual Assault and Related Offences,Tasman,30,28
2022-04-01,Sexual Assault and Related Offences,Waikato,45,41
2022-04-01,Sexual Assault and Related Offences,Waitemata,32,31
2022-04-01,Sexual Assault and Related Offences,Wellington,44,38
2022-04-01,Theft and Related Offences,Auckland City,2258,880
2022-04-01,Theft and Related Offences,Bay Of Plenty,1090,547
2022-04-01,Theft and Related Offences,Canterbury,2010,682
2022-04-01,Theft and Related Offences,Central,1067,559
2022-04-01,Theft and Related Offences,Counties/Manukau,2081,968
2022-04-01,Theft and Related Offences,Eastern,658,330
2022-04-01,Theft and Related Offences,Northland,577,276
2022-04-01,Theft and Related Offences,Southern,373,260
2022-04-01,Theft and Related Offences,Tasman,275,183
2022-04-01,Theft and Related Offences,Waikato,1313,554
2022-04-01,Theft and Related Offences,Waitemata,1477,652
2022-04-01,Theft and Related Offences,Wellington,1701,815
2022-04-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Auckland City,804,102
2022-04-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Bay Of Plenty,401,101
2022-04-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Canterbury,603,86
2022-04-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Central,410,94
2022-04-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Counties/Manukau,622,112
2022-04-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Eastern,221,43
2022-04-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Northland,257,56
2022-04-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Southern,213,78
2022-04-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Tasman,127,41
2022-04-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Waikato,535,98
2022-04-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Waitemata,546,96
2022-04-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Wellington,434,88
2022-05-01,"Abduction, Harassment and Other Related Offences Against a Person",Auckland City,3,3
2022-05-01,"Abduction, Harassment and Other Related Offences Against a Person",Bay Of Plenty,1,1
2022-05-01,"Abduction, Harassment and Other Related Offences Against a Person",Canterbury,2,2
2022-05-01,"Abduction, Harassment and Other Related Offences Against a Person",Counties/Manukau,4,4
2022-05-01,"Abduction, Harassment and Other Related Offences Against a Person",Eastern,2,2
2022-05-01,"Abduction, Harassment and Other Related Offences Against a Person",Northland,2,2
2022-05-01,"Abduction, Harassment and Other Related Offences Against a Person",Southern,1,1
2022-05-01,"Abduction, Harassment and Other Related Offences Against a Person",Tasman,6,5
2022-05-01,"Abduction, Harassment and Other Related Offences Against a Person",Waikato,8,8
2022-05-01,"Abduction, Harassment and Other Related Offences Against a Person",Waitemata,2,2
2022-05-01,"Abduction, Harassment and Other Related Offences Against a Person",Wellington,2,2
2022-05-01,Acts Intended to Cause Injury,Auckland City,456,408
2022-05-01,Acts Intended to Cause Injury,Bay Of Plenty,627,506
2022-05-01,Acts Intended to Cause Injury,Canterbury,522,416
2022-05-01,Acts Intended to Cause Injury,Central,517,449
2022-05-01,Acts Intended to Cause Injury,Counties/Manukau,845,686
2022-05-01,Acts Intended to Cause Injury,Eastern,465,364
2022-05-01,Acts Intended to Cause Injury,Northland,237,214
2022-05-01,Acts Intended to Cause Injury,Southern,265,243
2022-05-01,Acts Intended to Cause Injury,Tasman,160,149
2022-05-01,Acts Intended to Cause Injury,Waikato,594,499
2022-05-01,Acts Intended to Cause Injury,Waitemata,478,421
2022-05-01,Acts Intended to Cause Injury,Wellington,573,493
2022-05-01,"Robbery, Extortion and Related Offences",Auckland City,59,51
2022-05-01,"Robbery, Extortion and Related Offences",Bay Of Plenty,23,21
2022-05-01,"Robbery, Extortion and Related Offences",Canterbury,47,40
2022-05-01,"Robbery, Extortion and Related Offences",Central,28,26
2022-05-01,"Robbery, Extortion and Related Offences",Counties/Manukau,62,62
2022-05-01,"Robbery, Extortion and Related Offences",Eastern,13,13
2022-05-01,"Robbery, Extortion and Related Offences",Northland,5,5
2022-05-01,"Robbery, Extortion and Related Offences",Southern,15,14
2022-05-01,"Robbery, Extortion and Related Offences",Tasman,10,10
2022-05-01,"Robbery, Extortion and Related Offences",Waikato,34,30
2022-05-01,"Robbery, Extortion and Related Offences",Waitemata,23,20
2022-05-01,"Robbery, Extortion and Related Offences",Wellington,23,23
2022-05-01,Sexual Assault and Related Offences,Auckland City,42,39
2022-05-01,Sexual Assault and Related Offences,Bay Of Plenty,60,54
2022-05-01,Sexual Assault and Related Offences,Canterbury,97,76
2022-05-01,Sexual Assault and Related Offences,Central,48,44
2022-05-01,Sexual Assault and Related Offences,Counties/Manukau,78,72
2022-05-01,Sexual Assault and Related Offences,Eastern,27,24
2022-05-01,Sexual Assault and Related Offences,Northland,37,33
2022-05-01,Sexual Assault and Related Offences,Southern,55,49
2022-05-01,Sexual Assault and Related Offences,Tasman,27,25
2022-05-01,Sexual Assault and Related Offences,Waikato,61,56
2022-05-01,Sexual Assault and Related Offences,Waitemata,54,46
2022-05-01,Sexual Assault and Related Offences,Wellington,55,51
2022-05-01,Theft and Related Offences,Auckland City,2537,895
2022-05-01,Theft and Related Offences,Bay Of Plenty,1394,631
2022-05-01,Theft and Related Offences,Canterbury,2505,732
2022-05-01,Theft and Related Offences,Central,1181,532
2022-05-01,Theft and Related Offences,Counties/Manukau,2228,979
2022-05-01,Theft and Related Offences,Eastern,700,314
2022-05-01,Theft and Related Offences,Northland,641,294
2022-05-01,Theft and Related Offences,Southern,472,307
2022-05-01,Theft and Related Offences,Tasman,333,198
2022-05-01,Theft and Related Offences,Waikato,1763,653
2022-05-01,Theft and Related Offences,Waitemata,1548,640
2022-05-01,Theft and Related Offences,Wellington,1950,849
2022-05-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Auckland City,690,95
2022-05-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Bay Of Plenty,484,97
2022-05-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Canterbury,699,99
2022-05-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Central,407,83
2022-05-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Counties/Manukau,687,113
2022-05-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Eastern,228,47
2022-05-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Northland,261,46
2022-05-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Southern,191,58
2022-05-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Tasman,118,45
2022-05-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Waikato,671,95
2022-05-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Waitemata,641,102
2022-05-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Wellington,517,97
2022-06-01,"Abduction, Harassment and Other Related Offences Against a Person",Auckland City,5,5
2022-06-01,"Abduction, Harassment and Other Related Offences Against a Person",Bay Of Plenty,2,2
2022-06-01,"Abduction, Harassment and Other Related Offences Against a Person",Canterbury,3,3
2022-06-01,"Abduction, Harassment and Other Related Offences Against a Person",Central,5,4
2022-06-01,"Abduction, Harassment and Other Related Offences Against a Person",Counties/Manukau,5,5
2022-06-01,"Abduction, Harassment and Other Related Offences Against a Person",Eastern,1,1
2022-06-01,"Abduction, Harassment and Other Related Offences Against a Person",Northland,1,1
2022-06-01,"Abduction, Harassment and Other Related Offences Against a Person",Tasman,4,3
2022-06-01,"Abduction, Harassment and Other Related Offences Against a Person",Waikato,2,2
2022-06-01,"Abduction, Harassment and Other Related Offences Against a Person",Waitemata,2,2
2022-06-01,"Abduction, Harassment and Other Related Offences Against a Person",Wellington,3,3
2022-06-01,Acts Intended to Cause Injury,Auckland City,394,363
2022-06-01,Acts Intended to Cause Injury,Bay Of Plenty,597,508
2022-06-01,Acts Intended to Cause Injury,Canterbury,478,380
2022-06-01,Acts Intended to Cause Injury,Central,487,430
2022-06-01,Acts Intended to Cause Injury,Counties/Manukau,796,675
2022-06-01,Acts Intended to Cause Injury,Eastern,420,357
2022-06-01,Acts Intended to Cause Injury,Northland,225,198
2022-06-01,Acts Intended to Cause Injury,Southern,217,203
2022-06-01,Acts Intended to Cause Injury,Tasman,177,165
2022-06-01,Acts Intended to Cause Injury,Waikato,552,460
2022-06-01,Acts Intended to Cause Injury,Waitemata,427,380
2022-06-01,Acts Intended to Cause Injury,Wellington,544,480
2022-06-01,"Robbery, Extortion and Related Offences",Auckland City,33,33
2022-06-01,"Robbery, Extortion and Related Offences",Bay Of Plenty,16,15
2022-06-01,"Robbery, Extortion and Related Offences",Canterbury,39,33
2022-06-01,"Robbery, Extortion and Related Offences",Central,22,21
2022-06-01,"Robbery, Extortion and Related Offences",Counties/Manukau,48,42
2022-06-01,"Robbery, Extortion and Related Offences",Eastern,9,9
2022-06-01,"Robbery, Extortion and Related Offences",Northland,14,14
2022-06-01,"Robbery, Extortion and Related Offences",Southern,12,12
2022-06-01,"Robbery, Extortion and Related Offences",Tasman,11,11
2022-06-01,"Robbery, Extortion and Related Offences",Waikato,44,40
2022-06-01,"Robbery, Extortion and Related Offences",Waitemata,23,22
2022-06-01,"Robbery, Extortion and Related Offences",Wellington,19,19
2022-06-01,Sexual Assault and Related Offences,Auckland City,46,44
2022-06-01,Sexual Assault and Related Offences,Bay Of Plenty,52,51
2022-06-01,Sexual Assault and Related Offences,Canterbury,83,69
2022-06-01,Sexual Assault and Related Offences,Central,35,30
2022-06-01,Sexual Assault and Related Offences,Counties/Manukau,53,53
2022-06-01,Sexual Assault and Related Offences,Eastern,32,30
2022-06-01,Sexual Assault and Related Offences,Northland,18,17
2022-06-01,Sexual Assault and Related Offences,Southern,43,41
2022-06-01,Sexual Assault and Related Offences,Tasman,26,26
2022-06-01,Sexual Assault and Related Offences,Waikato,51,47
2022-06-01,Sexual Assault and Related Offences,Waitemata,37,32
2022-06-01,Sexual Assault and Related Offences,Wellington,46,45
2022-06-01,Theft and Related Offences,Auckland City,2361,858
2022-06-01,Theft and Related Offences,Bay Of Plenty,1233,578
2022-06-01,Theft and Related Offences,Canterbury,2155,707
2022-06-01,Theft and Related Offences,Central,1059,480
2022-06-01,Theft and Related Offences,Counties/Manukau,1953,908
2022-06-01,Theft and Related Offences,Eastern,699,306
2022-06-01,Theft and Related Offences,Northland,669,310
