Year Month,ANZSOC Division,Police District,vict_sum,vict_cnt
2020-04-01,"Abduction, Harassment and Other Related Offences Against a Person",Eastern,1,1
2020-04-01,"Abduction, Harassment and Other Related Offences Against a Person",Northland,1,1
2020-04-01,"Abduction, Harassment and Other Related Offences Against a Person",Waikato,6,6
2020-04-01,"Abduction, Harassment and Other Related Offences Against a Person",Wellington,1,1
2020-04-01,Acts Intended to Cause Injury,Auckland City,149,136
2020-04-01,Acts Intended to Cause Injury,Bay Of Plenty,455,386
2020-04-01,Acts Intended to Cause Injury,Canterbury,310,231
2020-04-01,Acts Intended to Cause Injury,Central,374,328
2020-04-01,Acts Intended to Cause Injury,Counties/Manukau,685,561
2020-04-01,Acts Intended to Cause Injury,Eastern,346,275
2020-04-01,Acts Intended to Cause Injury,Northland,161,135
2020-04-01,Acts Intended to Cause Injury,Southern,180,163
2020-04-01,Acts Intended to Cause Injury,Tasman,127,109
2020-04-01,Acts Intended to Cause Injury,Waikato,445,373
2020-04-01,Acts Intended to Cause Injury,Waitemata,336,300
2020-04-01,Acts Intended to Cause Injury,Wellington,485,441
2020-04-01,"Robbery, Extortion and Related Offences",Auckland City,23,22
2020-04-01,"Robbery, Extortion and Related Offences",Bay Of Plenty,18,18
2020-04-01,"Robbery, Extortion and Related Offences",Canterbury,12,10
2020-04-01,"Robbery, Extortion and Related Offences",Central,9,9
2020-04-01,"Robbery, Extortion and Related Offences",Counties/Manukau,20,18
2020-04-01,"Robbery, Extortion and Related Offences",Eastern,16,14
2020-04-01,"Robbery, Extortion and Related Offences",Northland,6,6
2020-04-01,"Robbery, Extortion and Related Offences",Southern,4,4
2020-04-01,"Robbery, Extortion and Related Offences",Tasman,2,2
2020-04-01,"Robbery, Extortion and Related Offences",Waikato,20,20
2020-04-01,"Robbery, Extortion and Related Offences",Waitemata,10,10
2020-04-01,"Robbery, Extortion and Related Offences",Wellington,24,24
2020-04-01,Sexual Assault and Related Offences,Auckland City,24,24
2020-04-01,Sexual Assault and Related Offences,Bay Of Plenty,22,20
2020-04-01,Sexual Assault and Related Offences,Canterbury,39,37
2020-04-01,Sexual Assault and Related Offences,Central,22,22
2020-04-01,Sexual Assault and Related Offences,Counties/Manukau,38,37
2020-04-01,Sexual Assault and Related Offences,Eastern,10,10
2020-04-01,Sexual Assault and Related Offences,Northland,9,9
2020-04-01,Sexual Assault and Related Offences,Southern,17,17
2020-04-01,Sexual Assault and Related Offences,Tasman,8,8
2020-04-01,Sexual Assault and Related Offences,Waikato,21,21
2020-04-01,Sexual Assault and Related Offences,Waitemata,18,18
2020-04-01,Sexual Assault and Related Offences,Wellington,26,25
2020-04-01,Theft and Related Offences,Auckland City,433,304
2020-04-01,Theft and Related Offences,Bay Of Plenty,319,245
2020-04-01,Theft and Related Offences,Canterbury,642,372
2020-04-01,Theft and Related Offences,Central,279,234
2020-04-01,Theft and Related Offences,Counties/Manukau,589,399
2020-04-01,Theft and Related Offences,Eastern,229,179
2020-04-01,Theft and Related Offences,Northland,160,117
2020-04-01,Theft and Related Offences,Southern,159,130
2020-04-01,Theft and Related Offences,Tasman,144,119
2020-04-01,Theft and Related Offences,Waikato,351,226
2020-04-01,Theft and Related Offences,Waitemata,348,242
2020-04-01,Theft and Related Offences,Wellington,366,292
2020-04-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Auckland City,366,69
2020-04-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Bay Of Plenty,353,84
2020-04-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Canterbury,554,72
2020-04-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Central,335,72
2020-04-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Counties/Manukau,398,89
2020-04-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Eastern,297,52
2020-04-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Northland,200,38
2020-04-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Southern,192,46
2020-04-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Tasman,139,43
2020-04-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Waikato,353,74
2020-04-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Waitemata,314,58
2020-04-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Wellington,330,86
2020-05-01,"Abduction, Harassment and Other Related Offences Against a Person",Auckland City,2,2
2020-05-01,"Abduction, Harassment and Other Related Offences Against a Person",Bay Of Plenty,4,3
2020-05-01,"Abduction, Harassment and Other Related Offences Against a Person",Canterbury,1,1
2020-05-01,"Abduction, Harassment and Other Related Offences Against a Person",Central,4,4
2020-05-01,"Abduction, Harassment and Other Related Offences Against a Person",Counties/Manukau,4,4
2020-05-01,"Abduction, Harassment and Other Related Offences Against a Person",Eastern,2,2
2020-05-01,"Abduction, Harassment and Other Related Offences Against a Person",Northland,2,2
2020-05-01,"Abduction, Harassment and Other Related Offences Against a Person",Southern,1,1
2020-05-01,"Abduction, Harassment and Other Related Offences Against a Person",Tasman,1,1
2020-05-01,"Abduction, Harassment and Other Related Offences Against a Person",Waikato,1,1
2020-05-01,"Abduction, Harassment and Other Related Offences Against a Person",Waitemata,2,2
2020-05-01,"Abduction, Harassment and Other Related Offences Against a Person",Wellington,4,3
2020-05-01,Acts Intended to Cause Injury,Auckland City,214,201
2020-05-01,Acts Intended to Cause Injury,Bay Of Plenty,509,410
2020-05-01,Acts Intended to Cause Injury,Canterbury,353,275
2020-05-01,Acts Intended to Cause Injury,Central,468,394
2020-05-01,Acts Intended to Cause Injury,Counties/Manukau,770,610
2020-05-01,Acts Intended to Cause Injury,Eastern,407,311
2020-05-01,Acts Intended to Cause Injury,Northland,164,138
2020-05-01,Acts Intended to Cause Injury,Southern,186,165
2020-05-01,Acts Intended to Cause Injury,Tasman,130,116
2020-05-01,Acts Intended to Cause Injury,Waikato,472,367
2020-05-01,Acts Intended to Cause Injury,Waitemata,368,333
2020-05-01,Acts Intended to Cause Injury,Wellington,520,471
2020-05-01,"Robbery, Extortion and Related Offences",Auckland City,25,24
2020-05-01,"Robbery, Extortion and Related Offences",Bay Of Plenty,9,9
2020-05-01,"Robbery, Extortion and Related Offences",Canterbury,27,22
2020-05-01,"Robbery, Extortion and Related Offences",Central,18,16
2020-05-01,"Robbery, Extortion and Related Offences",Counties/Manukau,33,31
2020-05-01,"Robbery, Extortion and Related Offences",Eastern,12,12
2020-05-01,"Robbery, Extortion and Related Offences",Northland,5,5
2020-05-01,"Robbery, Extortion and Related Offences",Southern,6,5
2020-05-01,"Robbery, Extortion and Related Offences",Tasman,4,4
2020-05-01,"Robbery, Extortion and Related Offences",Waikato,24,23
2020-05-01,"Robbery, Extortion and Related Offences",Waitemata,18,14
2020-05-01,"Robbery, Extortion and Related Offences",Wellington,18,18
2020-05-01,Sexual Assault and Related Offences,Auckland City,56,51
2020-05-01,Sexual Assault and Related Offences,Bay Of Plenty,38,37
2020-05-01,Sexual Assault and Related Offences,Canterbury,51,44
2020-05-01,Sexual Assault and Related Offences,Central,45,45
2020-05-01,Sexual Assault and Related Offences,Counties/Manukau,47,44
2020-05-01,Sexual Assault and Related Offences,Eastern,34,29
2020-05-01,Sexual Assault and Related Offences,Northland,17,16
2020-05-01,Sexual Assault and Related Offences,Southern,32,30
2020-05-01,Sexual Assault and Related Offences,Tasman,16,13
2020-05-01,Sexual Assault and Related Offences,Waikato,34,31
2020-05-01,Sexual Assault and Related Offences,Waitemata,31,29
2020-05-01,Sexual Assault and Related Offences,Wellington,42,42
2020-05-01,Theft and Related Offences,Auckland City,832,488
2020-05-01,Theft and Related Offences,Bay Of Plenty,635,438
2020-05-01,Theft and Related Offences,Canterbury,793,391
2020-05-01,Theft and Related Offences,Central,556,389
2020-05-01,Theft and Related Offences,Counties/Manukau,847,571
2020-05-01,Theft and Related Offences,Eastern,411,259
2020-05-01,Theft and Related Offences,Northland,322,196
2020-05-01,Theft and Related Offences,Southern,211,171
2020-05-01,Theft and Related Offences,Tasman,169,124
2020-05-01,Theft and Related Offences,Waikato,574,354
2020-05-01,Theft and Related Offences,Waitemata,632,392
2020-05-01,Theft and Related Offences,Wellington,633,410
2020-05-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Auckland City,347,72
2020-05-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Bay Of Plenty,376,84
2020-05-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Canterbury,516,73
2020-05-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Central,396,77
2020-05-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Counties/Manukau,455,94
2020-05-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Eastern,272,46
2020-05-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Northland,258,54
2020-05-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Southern,155,46
2020-05-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Tasman,128,37
2020-05-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Waikato,401,76
2020-05-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Waitemata,292,59
2020-05-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Wellington,328,89
2020-06-01,"Abduction, Harassment and Other Related Offences Against a Person",Auckland City,5,5
2020-06-01,"Abduction, Harassment and Other Related Offences Against a Person",Bay Of Plenty,2,2
2020-06-01,"Abduction, Harassment and Other Related Offences Against a Person",Canterbury,1,1
2020-06-01,"Abduction, Harassment and Other Related Offences Against a Person",Central,2,2
2020-06-01,"Abduction, Harassment and Other Related Offences Against a Person",Counties/Manukau,2,2
2020-06-01,"Abduction, Harassment and Other Related Offences Against a Person",Eastern,2,2
2020-06-01,"Abduction, Harassment and Other Related Offences Against a Person",Southern,2,2
2020-06-01,"Abduction, Harassment and Other Related Offences Against a Person",Waikato,5,5
2020-06-01,"Abduction, Harassment and Other Related Offences Against a Person",Waitemata,3,3
2020-06-01,"Abduction, Harassment and Other Related Offences Against a Person",Wellington,7,6
2020-06-01,Acts Intended to Cause Injury,Auckland City,306,278
2020-06-01,Acts Intended to Cause Injury,Bay Of Plenty,556,457
2020-06-01,Acts Intended to Cause Injury,Canterbury,415,308
2020-06-01,Acts Intended to Cause Injury,Central,505,426
2020-06-01,Acts Intended to Cause Injury,Counties/Manukau,782,645
2020-06-01,Acts Intended to Cause Injury,Eastern,393,314
2020-06-01,Acts Intended to Cause Injury,Northland,220,184
2020-06-01,Acts Intended to Cause Injury,Southern,220,198
2020-06-01,Acts Intended to Cause Injury,Tasman,160,147
2020-06-01,Acts Intended to Cause Injury,Waikato,539,440
2020-06-01,Acts Intended to Cause Injury,Waitemata,324,292
2020-06-01,Acts Intended to Cause Injury,Wellington,541,504
2020-06-01,"Robbery, Extortion and Related Offences",Auckland City,32,27
2020-06-01,"Robbery, Extortion and Related Offences",Bay Of Plenty,25,25
2020-06-01,"Robbery, Extortion and Related Offences",Canterbury,22,17
2020-06-01,"Robbery, Extortion and Related Offences",Central,17,17
2020-06-01,"Robbery, Extortion and Related Offences",Counties/Manukau,46,42
2020-06-01,"Robbery, Extortion and Related Offences",Eastern,22,20
2020-06-01,"Robbery, Extortion and Related Offences",Northland,15,14
2020-06-01,"Robbery, Extortion and Related Offences",Southern,11,9
2020-06-01,"Robbery, Extortion and Related Offences",Tasman,6,6
2020-06-01,"Robbery, Extortion and Related Offences",Waikato,27,24
2020-06-01,"Robbery, Extortion and Related Offences",Waitemata,29,23
2020-06-01,"Robbery, Extortion and Related Offences",Wellington,30,28
2020-06-01,Sexual Assault and Related Offences,Auckland City,43,42
2020-06-01,Sexual Assault and Related Offences,Bay Of Plenty,62,56
2020-06-01,Sexual Assault and Related Offences,Canterbury,66,57
2020-06-01,Sexual Assault and Related Offences,Central,48,44
2020-06-01,Sexual Assault and Related Offences,Counties/Manukau,92,87
2020-06-01,Sexual Assault and Related Offences,Eastern,32,28
2020-06-01,Sexual Assault and Related Offences,Northland,21,19
2020-06-01,Sexual Assault and Related Offences,Southern,50,47
2020-06-01,Sexual Assault and Related Offences,Tasman,25,21
2020-06-01,Sexual Assault and Related Offences,Waikato,49,46
2020-06-01,Sexual Assault and Related Offences,Waitemata,51,45
2020-06-01,Sexual Assault and Related Offences,Wellington,69,67
2020-06-01,Theft and Related Offences,Auckland City,1378,625
2020-06-01,Theft and Related Offences,Bay Of Plenty,940,537
2020-06-01,Theft and Related Offences,Canterbury,1142,490
2020-06-01,Theft and Related Offences,Central,686,428
2020-06-01,Theft and Related Offences,Counties/Manukau,1113,686
2020-06-01,Theft and Related Offences,Eastern,509,309
2020-06-01,Theft and Related Offences,Northland,378,205
2020-06-01,Theft and Related Offences,Southern,277,211
2020-06-01,Theft and Related Offences,Tasman,239,191
2020-06-01,Theft and Related Offences,Waikato,847,442
2020-06-01,Theft and Related Offences,Waitemata,1003,508
2020-06-01,Theft and Related Offences,Wellington,1046,588
2020-06-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Auckland City,423,77
2020-06-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Bay Of Plenty,385,89
2020-06-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Canterbury,502,67
2020-06-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Central,386,81
2020-06-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Counties/Manukau,494,95
2020-06-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Eastern,336,52
2020-06-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Northland,174,33
2020-06-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Southern,191,54
2020-06-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Tasman,170,59
2020-06-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Waikato,394,72
2020-06-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Waitemata,328,64
2020-06-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Wellington,374,82
2020-07-01,"Abduction, Harassment and Other Related Offences Against a Person",Auckland City,2,2
2020-07-01,"Abduction, Harassment and Other Related Offences Against a Person",Bay Of Plenty,8,6
2020-07-01,"Abduction, Harassment and Other Related Offences Against a Person",Central,6,6
2020-07-01,"Abduction, Harassment and Other Related Offences Against a Person",Counties/Manukau,7,7
2020-07-01,"Abduction, Harassment and Other Related Offences Against a Person",Eastern,3,3
2020-07-01,"Abduction, Harassment and Other Related Offences Against a Person",Northland,3,3
2020-07-01,"Abduction, Harassment and Other Related Offences Against a Person",Southern,1,1
2020-07-01,"Abduction, Harassment and Other Related Offences Against a Person",Tasman,2,2
2020-07-01,"Abduction, Harassment and Other Related Offences Against a Person",Waikato,1,1
2020-07-01,"Abduction, Harassment and Other Related Offences Against a Person",Waitemata,2,2
2020-07-01,"Abduction, Harassment and Other Related Offences Against a Person",Wellington,1,1
2020-07-01,Acts Intended to Cause Injury,Auckland City,364,318
2020-07-01,Acts Intended to Cause Injury,Bay Of Plenty,565,450
2020-07-01,Acts Intended to Cause Injury,Canterbury,394,320
2020-07-01,Acts Intended to Cause Injury,Central,508,430
2020-07-01,Acts Intended to Cause Injury,Counties/Manukau,797,653
2020-07-01,Acts Intended to Cause Injury,Eastern,432,345
2020-07-01,Acts Intended to Cause Injury,Northland,194,170
2020-07-01,Acts Intended to Cause Injury,Southern,219,198
2020-07-01,Acts Intended to Cause Injury,Tasman,133,122
2020-07-01,Acts Intended to Cause Injury,Waikato,517,419
2020-07-01,Acts Intended to Cause Injury,Waitemata,389,342
2020-07-01,Acts Intended to Cause Injury,Wellington,536,469
2020-07-01,"Robbery, Extortion and Related Offences",Auckland City,31,27
